-55.0,0.0
-48.0,5.0
-47.0,0.0
-47.0,0.0
-46.0,0.0
-45.0,0.0
-44.0,13.0
-44.0,0.0
-43.0,3.0
-41.0,0.0
-40.0,2.0
-40.0,2.0
-40.0,2.0
-40.0,0.0
-40.0,0.0
-40.0,0.0
-39.0,10.0
-39.0,1.0
-39.0,1.0
-39.0,1.0
-38.0,0.0
-37.0,6.0
-37.0,1.0
-36.0,2.0
-36.0,1.0
-36.0,0.0
-36.0,0.0
-36.0,0.0
-36.0,0.0
-36.0,0.0
-35.0,7.0
-35.0,2.0
-35.0,2.0
-35.0,0.0
-35.0,0.0
-35.0,0.0
-35.0,0.0
-35.0,0.0
-35.0,0.0
-35.0,0.0
-34.0,3.0
-34.0,0.0
-34.0,0.0
-34.0,0.0
-33.0,6.0
-33.0,3.0
-33.0,1.0
-33.0,1.0
-33.0,0.0
-33.0,0.0
-33.0,0.0
-33.0,0.0
-33.0,0.0
-32.0,6.0
-32.0,6.0
-32.0,2.0
-32.0,0.0
-32.0,0.0
-32.0,0.0
-32.0,0.0
-32.0,0.0
-32.0,0.0
-31.0,0.0
-31.0,0.0
-31.0,0.0
-31.0,0.0
-31.0,0.0
-30.0,4.0
-30.0,1.0
-30.0,0.0
-30.0,0.0
-30.0,0.0
-30.0,0.0
-30.0,0.0
-30.0,0.0
-30.0,0.0
-30.0,0.0
-30.0,0.0
-30.0,0.0
-30.0,0.0
-30.0,0.0
-30.0,0.0
-30.0,0.0
-29.0,6.0
-29.0,6.0
-29.0,3.0
-29.0,2.0
-29.0,2.0
-29.0,2.0
-29.0,2.0
-29.0,2.0
-29.0,11.0
-29.0,1.0
-29.0,1.0
-29.0,1.0
-29.0,1.0
-29.0,1.0
-29.0,0.0
-29.0,0.0
-29.0,0.0
-29.0,0.0
-29.0,0.0
-29.0,0.0
-29.0,0.0
-29.0,0.0
-29.0,0.0
-29.0,0.0
-29.0,0.0
-29.0,0.0
-28.0,8.0
-28.0,7.0
-28.0,6.0
-28.0,6.0
-28.0,4.0
-28.0,4.0
-28.0,3.0
-28.0,3.0
-28.0,2.0
-28.0,2.0
-28.0,16.0
-28.0,13.0
-28.0,1.0
-28.0,1.0
-28.0,1.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-28.0,0.0
-27.0,8.0
-27.0,4.0
-27.0,4.0
-27.0,4.0
-27.0,3.0
-27.0,3.0
-27.0,3.0
-27.0,1.0
-27.0,1.0
-27.0,0.0
-27.0,0.0
-27.0,0.0
-27.0,0.0
-27.0,0.0
-27.0,0.0
-27.0,0.0
-27.0,0.0
-27.0,0.0
-27.0,0.0
-27.0,0.0
-27.0,0.0
-26.0,9.0
-26.0,9.0
-26.0,7.0
-26.0,4.0
-26.0,4.0
-26.0,3.0
-26.0,3.0
-26.0,3.0
-26.0,3.0
-26.0,14.0
-26.0,1.0
-26.0,1.0
-26.0,1.0
-26.0,1.0
-26.0,1.0
-26.0,0.0
-26.0,0.0
-26.0,0.0
-26.0,0.0
-26.0,0.0
-26.0,0.0
-26.0,0.0
-26.0,0.0
-26.0,0.0
-26.0,0.0
-26.0,0.0
-26.0,0.0
-25.0,7.0
-25.0,5.0
-25.0,4.0
-25.0,3.0
-25.0,3.0
-25.0,3.0
-25.0,3.0
-25.0,3.0
-25.0,2.0
-25.0,20.0
-25.0,2.0
-25.0,2.0
-25.0,15.0
-25.0,1.0
-25.0,10.0
-25.0,1.0
-25.0,10.0
-25.0,1.0
-25.0,1.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-25.0,0.0
-24.0,5.0
-24.0,5.0
-24.0,3.0
-24.0,3.0
-24.0,3.0
-24.0,2.0
-24.0,2.0
-24.0,2.0
-24.0,15.0
-24.0,1.0
-24.0,1.0
-24.0,1.0
-24.0,10.0
-24.0,1.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-24.0,0.0
-23.0,8.0
-23.0,6.0
-23.0,6.0
-23.0,5.0
-23.0,4.0
-23.0,3.0
-23.0,2.0
-23.0,2.0
-23.0,2.0
-23.0,11.0
-23.0,1.0
-23.0,1.0
-23.0,1.0
-23.0,10.0
-23.0,1.0
-23.0,1.0
-23.0,1.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
-23.0,0.0
